|	no. of generations	|	minimum fitness 	|	50th percentile fitness	|	maximum fitness 	|
-----------------------------------------------------------------------------------------------------------------------
|		7300		|	1.35E-06		|	5.30E-06		|	1.02E-05		|
|		7310		|	1.36E-06		|	4.89E-06		|	1.02E-05		|
|		7320		|	1.39E-06		|	4.87E-06		|	1.02E-05		|
|		7330		|	1.39E-06		|	9.26E-06		|	1.02E-05		|
|		7340		|	1.38E-06		|	7.45E-06		|	1.02E-05		|
|		7350		|	1.37E-06		|	5.29E-06		|	1.02E-05		|
|		7360		|	1.35E-06		|	4.86E-06		|	1.02E-05		|
|		7370		|	1.42E-06		|	8.73E-06		|	1.02E-05		|
|		7380		|	1.37E-06		|	9.21E-06		|	1.02E-05		|
|		7390		|	1.39E-06		|	4.92E-06		|	1.02E-05		|
|		7400		|	1.39E-06		|	4.77E-06		|	1.02E-05		|
|		7410		|	1.40E-06		|	8.55E-06		|	1.02E-05		|
|		7420		|	1.23E-06		|	5.72E-06		|	1.02E-05		|
|		7430		|	1.35E-06		|	5.07E-06		|	1.02E-05		|
|		7440		|	1.37E-06		|	4.68E-06		|	1.02E-05		|
|		7450		|	1.36E-06		|	9.14E-06		|	1.02E-05		|
|		7460		|	1.36E-06		|	9.03E-06		|	1.02E-05		|
|		7470		|	1.36E-06		|	5.28E-06		|	1.02E-05		|
|		7480		|	1.37E-06		|	5.70E-06		|	1.02E-05		|
|		7490		|	1.36E-06		|	5.04E-06		|	1.02E-05		|
|		7500		|	1.39E-06		|	5.02E-06		|	1.02E-05		|
|		7510		|	1.34E-06		|	5.12E-06		|	1.02E-05		|
|		7520		|	1.35E-06		|	5.25E-06		|	1.02E-05		|
|		7530		|	1.34E-06		|	5.26E-06		|	1.02E-05		|
|		7540		|	1.36E-06		|	8.47E-06		|	1.02E-05		|
|		7550		|	1.37E-06		|	6.01E-06		|	1.02E-05		|
|		7560		|	1.40E-06		|	9.33E-06		|	1.02E-05		|
|		7570		|	1.36E-06		|	6.12E-06		|	1.02E-05		|
|		7580		|	1.39E-06		|	8.47E-06		|	1.02E-05		|
|		7590		|	1.35E-06		|	4.90E-06		|	1.02E-05		|
|		7600		|	1.35E-06		|	7.05E-06		|	1.02E-05		|
|		7610		|	1.36E-06		|	4.70E-06		|	1.02E-05		|
|		7620		|	1.34E-06		|	6.51E-06		|	1.02E-05		|
|		7630		|	1.35E-06		|	6.29E-06		|	1.02E-05		|
|		7640		|	1.37E-06		|	5.47E-06		|	1.02E-05		|
|		7650		|	1.36E-06		|	7.80E-06		|	1.02E-05		|
|		7660		|	1.37E-06		|	4.72E-06		|	1.02E-05		|
|		7670		|	1.37E-06		|	4.72E-06		|	1.02E-05		|
|		7680		|	1.39E-06		|	5.69E-06		|	1.02E-05		|
|		7690		|	1.39E-06		|	5.79E-06		|	1.02E-05		|
|		7700		|	1.38E-06		|	4.87E-06		|	1.02E-05		|
|		7710		|	1.38E-06		|	4.75E-06		|	1.02E-05		|
|		7720		|	1.34E-06		|	4.84E-06		|	1.02E-05		|
|		7730		|	1.37E-06		|	5.23E-06		|	1.02E-05		|
|		7740		|	1.35E-06		|	5.12E-06		|	1.02E-05		|
|		7750		|	1.33E-06		|	4.87E-06		|	1.02E-05		|
|		7760		|	1.37E-06		|	5.67E-06		|	1.02E-05		|
|		7770		|	1.34E-06		|	8.61E-06		|	1.02E-05		|
|		7780		|	1.35E-06		|	6.07E-06		|	1.02E-05		|
|		7790		|	1.35E-06		|	7.66E-06		|	1.02E-05		|
|		7800		|	1.35E-06		|	7.09E-06		|	1.02E-05		|
|		7810		|	1.36E-06		|	5.37E-06		|	1.02E-05		|
|		7820		|	1.41E-06		|	5.63E-06		|	1.02E-05		|
|		7830		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		7840		|	1.38E-06		|	7.81E-06		|	1.02E-05		|
|		7850		|	1.36E-06		|	5.14E-06		|	1.02E-05		|
|		7860		|	1.38E-06		|	7.57E-06		|	1.02E-05		|
|		7870		|	1.36E-06		|	4.75E-06		|	1.02E-05		|
|		7880		|	1.37E-06		|	8.87E-06		|	1.02E-05		|
|		7890		|	1.39E-06		|	5.88E-06		|	1.02E-05		|
|		7900		|	1.35E-06		|	8.35E-06		|	1.02E-05		|
|		7910		|	1.37E-06		|	5.14E-06		|	1.02E-05		|
|		7920		|	1.37E-06		|	5.18E-06		|	1.02E-05		|
|		7930		|	1.36E-06		|	7.26E-06		|	1.02E-05		|
|		7940		|	1.35E-06		|	5.38E-06		|	1.02E-05		|
|		7950		|	1.38E-06		|	9.27E-06		|	1.02E-05		|
|		7960		|	1.36E-06		|	6.15E-06		|	1.02E-05		|
|		7970		|	1.39E-06		|	5.00E-06		|	1.02E-05		|
|		7980		|	1.38E-06		|	5.36E-06		|	1.02E-05		|
|		7990		|	1.03E-06		|	8.22E-06		|	1.02E-05		|
|		8000		|	1.37E-06		|	8.40E-06		|	1.02E-05		|
|		8010		|	1.35E-06		|	6.48E-06		|	1.02E-05		|
|		8020		|	1.36E-06		|	8.41E-06		|	1.02E-05		|
|		8030		|	1.35E-06		|	5.48E-06		|	1.02E-05		|
|		8040		|	1.37E-06		|	8.56E-06		|	1.02E-05		|
|		8050		|	1.35E-06		|	9.14E-06		|	1.02E-05		|
|		8060		|	1.38E-06		|	8.61E-06		|	1.02E-05		|
|		8070		|	1.33E-06		|	6.94E-06		|	1.02E-05		|
|		8080		|	1.39E-06		|	9.16E-06		|	1.02E-05		|
|		8090		|	1.36E-06		|	5.18E-06		|	1.02E-05		|
|		8100		|	1.38E-06		|	5.47E-06		|	1.02E-05		|
|		8110		|	1.35E-06		|	4.77E-06		|	1.02E-05		|
|		8120		|	1.37E-06		|	6.80E-06		|	1.02E-05		|
|		8130		|	1.38E-06		|	5.10E-06		|	1.02E-05		|
|		8140		|	1.38E-06		|	6.73E-06		|	1.02E-05		|
|		8150		|	1.36E-06		|	5.72E-06		|	1.02E-05		|
|		8160		|	1.39E-06		|	5.40E-06		|	1.02E-05		|
|		8170		|	1.36E-06		|	4.87E-06		|	1.02E-05		|
|		8180		|	1.38E-06		|	8.78E-06		|	1.02E-05		|
|		8190		|	1.38E-06		|	6.16E-06		|	1.02E-05		|
|		8200		|	1.36E-06		|	4.73E-06		|	1.02E-05		|
|		8210		|	1.37E-06		|	4.62E-06		|	1.02E-05		|
|		8220		|	1.34E-06		|	4.71E-06		|	1.02E-05		|
|		8230		|	1.35E-06		|	5.25E-06		|	1.02E-05		|
|		8240		|	1.35E-06		|	6.16E-06		|	1.02E-05		|
|		8250		|	1.38E-06		|	5.17E-06		|	1.02E-05		|
|		8260		|	1.35E-06		|	6.21E-06		|	1.02E-05		|
|		8270		|	1.38E-06		|	4.87E-06		|	1.02E-05		|
|		8280		|	1.38E-06		|	7.45E-06		|	1.02E-05		|
|		8290		|	1.40E-06		|	5.05E-06		|	1.02E-05		|
|		8300		|	1.35E-06		|	7.14E-06		|	1.02E-05		|
|		8310		|	1.38E-06		|	8.90E-06		|	1.02E-05		|
|		8320		|	1.36E-06		|	6.06E-06		|	1.02E-05		|
|		8330		|	1.36E-06		|	5.06E-06		|	1.02E-05		|
|		8340		|	1.39E-06		|	9.18E-06		|	1.02E-05		|
|		8350		|	1.37E-06		|	7.37E-06		|	1.02E-05		|
|		8360		|	1.37E-06		|	4.90E-06		|	1.02E-05		|
|		8370		|	1.43E-06		|	9.31E-06		|	1.02E-05		|
|		8380		|	1.20E-06		|	6.94E-06		|	1.02E-05		|
|		8390		|	1.36E-06		|	4.75E-06		|	1.02E-05		|
|		8400		|	1.36E-06		|	5.00E-06		|	1.02E-05		|
|		8410		|	1.37E-06		|	5.14E-06		|	1.02E-05		|
|		8420		|	1.37E-06		|	5.36E-06		|	1.02E-05		|
|		8430		|	1.38E-06		|	4.80E-06		|	1.02E-05		|
|		8440		|	1.36E-06		|	9.24E-06		|	1.02E-05		|
|		8450		|	1.38E-06		|	5.58E-06		|	1.02E-05		|
|		8460		|	1.35E-06		|	5.14E-06		|	1.02E-05		|
|		8470		|	1.36E-06		|	8.49E-06		|	1.02E-05		|
|		8480		|	1.37E-06		|	5.20E-06		|	1.02E-05		|
|		8490		|	1.36E-06		|	8.98E-06		|	1.02E-05		|
|		8500		|	1.38E-06		|	8.04E-06		|	1.02E-05		|
|		8510		|	1.36E-06		|	4.96E-06		|	1.02E-05		|
|		8520		|	1.38E-06		|	7.26E-06		|	1.02E-05		|
|		8530		|	1.36E-06		|	4.77E-06		|	1.02E-05		|
|		8540		|	1.40E-06		|	4.97E-06		|	1.02E-05		|
|		8550		|	1.34E-06		|	9.26E-06		|	1.02E-05		|
|		8560		|	1.35E-06		|	6.02E-06		|	1.02E-05		|
|		8570		|	1.36E-06		|	5.07E-06		|	1.02E-05		|
|		8580		|	1.38E-06		|	5.12E-06		|	1.02E-05		|
|		8590		|	1.44E-06		|	5.69E-06		|	1.02E-05		|
|		8600		|	1.37E-06		|	7.08E-06		|	1.02E-05		|
|		8610		|	1.37E-06		|	5.42E-06		|	1.02E-05		|
|		8620		|	1.34E-06		|	5.15E-06		|	1.02E-05		|
|		8630		|	1.36E-06		|	4.68E-06		|	1.02E-05		|
|		8640		|	1.36E-06		|	6.42E-06		|	1.02E-05		|
|		8650		|	1.37E-06		|	5.64E-06		|	1.02E-05		|
|		8660		|	1.34E-06		|	7.74E-06		|	1.02E-05		|
|		8670		|	1.36E-06		|	6.83E-06		|	1.02E-05		|
|		8680		|	1.38E-06		|	5.65E-06		|	1.02E-05		|
|		8690		|	1.38E-06		|	7.59E-06		|	1.02E-05		|
|		8700		|	1.37E-06		|	5.03E-06		|	1.02E-05		|
|		8710		|	1.36E-06		|	5.38E-06		|	1.02E-05		|
|		8720		|	1.35E-06		|	4.89E-06		|	1.02E-05		|
|		8730		|	1.39E-06		|	5.32E-06		|	1.02E-05		|
|		8740		|	1.39E-06		|	5.27E-06		|	1.02E-05		|
|		8750		|	1.36E-06		|	9.05E-06		|	1.02E-05		|
|		8760		|	1.36E-06		|	4.79E-06		|	1.02E-05		|
|		8770		|	1.38E-06		|	5.24E-06		|	1.02E-05		|
|		8780		|	1.38E-06		|	5.04E-06		|	1.02E-05		|
|		8790		|	1.35E-06		|	8.67E-06		|	1.02E-05		|
|		8800		|	1.39E-06		|	7.71E-06		|	1.02E-05		|
|		8810		|	1.36E-06		|	8.75E-06		|	1.02E-05		|
|		8820		|	1.36E-06		|	8.01E-06		|	1.02E-05		|
|		8830		|	1.34E-06		|	8.25E-06		|	1.02E-05		|
|		8840		|	1.36E-06		|	4.83E-06		|	1.02E-05		|
|		8850		|	1.38E-06		|	4.91E-06		|	1.02E-05		|
|		8860		|	1.37E-06		|	7.48E-06		|	1.02E-05		|
|		8870		|	1.34E-06		|	5.03E-06		|	1.02E-05		|
|		8880		|	1.36E-06		|	7.34E-06		|	1.02E-05		|
|		8890		|	1.35E-06		|	6.38E-06		|	1.02E-05		|
|		8900		|	1.36E-06		|	7.79E-06		|	1.02E-05		|
|		8910		|	1.37E-06		|	8.53E-06		|	1.02E-05		|
|		8920		|	1.38E-06		|	4.88E-06		|	1.02E-05		|
|		8930		|	1.36E-06		|	4.68E-06		|	1.02E-05		|
|		8940		|	9.49E-07		|	4.83E-06		|	1.02E-05		|
|		8950		|	1.35E-06		|	4.74E-06		|	1.02E-05		|
|		8960		|	1.36E-06		|	7.02E-06		|	1.02E-05		|
|		8970		|	1.35E-06		|	5.41E-06		|	1.02E-05		|
|		8980		|	1.37E-06		|	4.89E-06		|	1.02E-05		|
|		8990		|	1.36E-06		|	5.52E-06		|	1.02E-05		|
|		9000		|	1.37E-06		|	5.96E-06		|	1.02E-05		|
|		9010		|	1.36E-06		|	5.22E-06		|	1.02E-05		|
|		9020		|	1.36E-06		|	5.06E-06		|	1.02E-05		|
|		9030		|	1.35E-06		|	8.84E-06		|	1.02E-05		|
|		9040		|	1.34E-06		|	9.10E-06		|	1.02E-05		|
|		9050		|	1.39E-06		|	5.90E-06		|	1.02E-05		|
|		9060		|	1.37E-06		|	7.81E-06		|	1.02E-05		|
|		9070		|	1.35E-06		|	5.27E-06		|	1.02E-05		|
|		9080		|	1.37E-06		|	4.99E-06		|	1.02E-05		|
|		9090		|	1.40E-06		|	4.71E-06		|	1.02E-05		|
|		9100		|	1.34E-06		|	5.19E-06		|	1.02E-05		|
|		9110		|	1.38E-06		|	4.92E-06		|	1.02E-05		|
|		9120		|	1.36E-06		|	5.77E-06		|	1.02E-05		|
|		9130		|	1.39E-06		|	5.13E-06		|	1.02E-05		|
|		9140		|	1.33E-06		|	5.47E-06		|	1.02E-05		|
|		9150		|	1.38E-06		|	5.53E-06		|	1.02E-05		|
|		9160		|	1.36E-06		|	4.86E-06		|	1.02E-05		|
|		9170		|	1.36E-06		|	4.79E-06		|	1.02E-05		|
|		9180		|	1.35E-06		|	7.00E-06		|	1.02E-05		|
|		9190		|	1.36E-06		|	4.93E-06		|	1.02E-05		|
|		9200		|	1.38E-06		|	5.17E-06		|	1.02E-05		|
|		9210		|	1.40E-06		|	6.90E-06		|	1.02E-05		|
|		9220		|	1.35E-06		|	5.16E-06		|	1.02E-05		|
|		9230		|	1.36E-06		|	5.63E-06		|	1.02E-05		|
|		9240		|	1.22E-06		|	5.90E-06		|	1.02E-05		|
|		9250		|	1.42E-06		|	8.95E-06		|	1.02E-05		|
|		9260		|	1.35E-06		|	4.90E-06		|	1.02E-05		|
|		9270		|	1.33E-06		|	4.70E-06		|	1.02E-05		|
|		9280		|	1.37E-06		|	5.03E-06		|	1.02E-05		|
|		9290		|	1.35E-06		|	6.18E-06		|	1.02E-05		|
|		9300		|	1.46E-06		|	5.17E-06		|	1.02E-05		|
|		9310		|	1.37E-06		|	4.83E-06		|	1.02E-05		|
|		9320		|	1.36E-06		|	4.74E-06		|	1.02E-05		|
|		9330		|	1.35E-06		|	8.13E-06		|	1.02E-05		|
|		9340		|	1.37E-06		|	5.31E-06		|	1.02E-05		|
|		9350		|	1.36E-06		|	7.09E-06		|	1.02E-05		|
|		9360		|	1.35E-06		|	6.93E-06		|	1.02E-05		|
|		9370		|	1.35E-06		|	4.62E-06		|	1.02E-05		|
|		9380		|	1.36E-06		|	4.60E-06		|	1.02E-05		|
|		9390		|	1.37E-06		|	9.38E-06		|	1.02E-05		|
|		9400		|	1.38E-06		|	5.11E-06		|	1.02E-05		|
|		9410		|	1.37E-06		|	7.50E-06		|	1.02E-05		|
|		9420		|	1.36E-06		|	8.67E-06		|	1.02E-05		|
|		9430		|	1.34E-06		|	7.39E-06		|	1.02E-05		|
|		9440		|	1.38E-06		|	4.94E-06		|	1.02E-05		|
|		9450		|	1.35E-06		|	7.77E-06		|	1.02E-05		|
|		9460		|	1.36E-06		|	5.80E-06		|	1.02E-05		|
|		9470		|	1.38E-06		|	6.38E-06		|	1.02E-05		|
|		9480		|	1.40E-06		|	9.27E-06		|	1.02E-05		|
|		9490		|	1.36E-06		|	7.19E-06		|	1.02E-05		|
|		9500		|	1.33E-06		|	5.20E-06		|	1.02E-05		|
|		9510		|	1.38E-06		|	5.27E-06		|	1.02E-05		|
|		9520		|	1.34E-06		|	5.09E-06		|	1.02E-05		|
|		9530		|	1.36E-06		|	4.68E-06		|	1.02E-05		|
|		9540		|	1.28E-06		|	5.34E-06		|	1.02E-05		|
|		9550		|	1.41E-06		|	7.26E-06		|	1.02E-05		|
|		9560		|	1.36E-06		|	7.15E-06		|	1.02E-05		|
|		9570		|	1.37E-06		|	4.98E-06		|	1.02E-05		|
|		9580		|	1.36E-06		|	8.47E-06		|	1.02E-05		|
|		9590		|	1.36E-06		|	5.39E-06		|	1.02E-05		|
|		9600		|	1.33E-06		|	4.79E-06		|	1.02E-05		|
|		9610		|	1.36E-06		|	8.63E-06		|	1.02E-05		|
|		9620		|	1.34E-06		|	5.16E-06		|	1.02E-05		|
|		9630		|	1.34E-06		|	8.40E-06		|	1.02E-05		|
|		9640		|	1.35E-06		|	5.27E-06		|	1.02E-05		|
|		9650		|	1.35E-06		|	5.41E-06		|	1.02E-05		|
|		9660		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		9670		|	1.35E-06		|	7.24E-06		|	1.02E-05		|
|		9680		|	1.35E-06		|	5.99E-06		|	1.02E-05		|
|		9690		|	1.36E-06		|	5.38E-06		|	1.02E-05		|
|		9700		|	1.35E-06		|	5.07E-06		|	1.02E-05		|
|		9710		|	1.38E-06		|	4.89E-06		|	1.02E-05		|
|		9720		|	1.35E-06		|	4.96E-06		|	1.02E-05		|
|		9730		|	1.36E-06		|	7.44E-06		|	1.02E-05		|
|		9740		|	1.37E-06		|	4.79E-06		|	1.02E-05		|
|		9750		|	1.35E-06		|	5.54E-06		|	1.02E-05		|
|		9760		|	1.36E-06		|	4.97E-06		|	1.02E-05		|
|		9770		|	1.29E-06		|	8.90E-06		|	1.02E-05		|
|		9780		|	1.40E-06		|	4.94E-06		|	1.02E-05		|
|		9790		|	1.36E-06		|	4.76E-06		|	1.02E-05		|
|		9800		|	1.39E-06		|	7.86E-06		|	1.02E-05		|
|		9810		|	1.35E-06		|	7.81E-06		|	1.02E-05		|
|		9820		|	1.12E-06		|	4.83E-06		|	1.02E-05		|
|		9830		|	1.38E-06		|	6.32E-06		|	1.02E-05		|
|		9840		|	3.23E-07		|	4.78E-06		|	1.02E-05		|
|		9850		|	1.35E-06		|	5.56E-06		|	1.02E-05		|
|		9860		|	1.36E-06		|	6.53E-06		|	1.02E-05		|
|		9870		|	1.35E-06		|	8.52E-06		|	1.02E-05		|
|		9880		|	1.35E-06		|	7.34E-06		|	1.02E-05		|
|		9890		|	1.37E-06		|	5.04E-06		|	1.02E-05		|
|		9900		|	1.35E-06		|	5.05E-06		|	1.02E-05		|
|		9910		|	1.38E-06		|	4.98E-06		|	1.02E-05		|
|		9920		|	9.10E-07		|	6.30E-06		|	1.02E-05		|
|		9930		|	1.37E-06		|	5.67E-06		|	1.02E-05		|
|		9940		|	1.39E-06		|	6.94E-06		|	1.02E-05		|
|		9950		|	1.39E-06		|	7.72E-06		|	1.02E-05		|
|		9960		|	1.35E-06		|	7.11E-06		|	1.02E-05		|
|		9970		|	1.39E-06		|	5.03E-06		|	1.02E-05		|
|		9980		|	1.35E-06		|	4.83E-06		|	1.02E-05		|
|		9990		|	1.39E-06		|	8.75E-06		|	1.02E-05		|
|		10000		|	1.36E-06		|	6.96E-06		|	1.02E-05		|
|		10010		|	1.36E-06		|	4.87E-06		|	1.02E-05		|
|		10020		|	1.36E-06		|	5.87E-06		|	1.02E-05		|
|		10030		|	1.36E-06		|	5.07E-06		|	1.02E-05		|
|		10040		|	1.38E-06		|	4.54E-06		|	1.02E-05		|
|		10050		|	1.39E-06		|	7.08E-06		|	1.02E-05		|
|		10060		|	1.35E-06		|	4.79E-06		|	1.02E-05		|
|		10070		|	1.36E-06		|	4.67E-06		|	1.02E-05		|
|		10080		|	1.37E-06		|	4.90E-06		|	1.02E-05		|
|		10090		|	1.36E-06		|	4.76E-06		|	1.02E-05		|
|		10100		|	1.36E-06		|	5.47E-06		|	1.02E-05		|
|		10110		|	1.39E-06		|	6.10E-06		|	1.02E-05		|
|		10120		|	1.38E-06		|	9.21E-06		|	1.02E-05		|
|		10130		|	1.37E-06		|	6.20E-06		|	1.02E-05		|
|		10140		|	1.35E-06		|	4.83E-06		|	1.02E-05		|
|		10150		|	1.37E-06		|	5.45E-06		|	1.02E-05		|
|		10160		|	1.36E-06		|	8.60E-06		|	1.02E-05		|
|		10170		|	1.35E-06		|	8.77E-06		|	1.02E-05		|
|		10180		|	1.35E-06		|	4.69E-06		|	1.02E-05		|
|		10190		|	1.34E-06		|	8.75E-06		|	1.02E-05		|
|		10200		|	1.37E-06		|	4.96E-06		|	1.02E-05		|
|		10210		|	1.38E-06		|	4.90E-06		|	1.02E-05		|
|		10220		|	1.37E-06		|	4.77E-06		|	1.02E-05		|
|		10230		|	1.36E-06		|	4.90E-06		|	1.02E-05		|
|		10240		|	1.35E-06		|	8.41E-06		|	1.02E-05		|
|		10250		|	1.36E-06		|	5.71E-06		|	1.02E-05		|
|		10260		|	1.38E-06		|	4.96E-06		|	1.02E-05		|
|		10270		|	1.36E-06		|	9.43E-06		|	1.02E-05		|
|		10280		|	1.36E-06		|	9.02E-06		|	1.02E-05		|
|		10290		|	1.39E-06		|	9.41E-06		|	1.02E-05		|
|		10300		|	1.39E-06		|	8.81E-06		|	1.02E-05		|
|		10310		|	1.37E-06		|	5.20E-06		|	1.02E-05		|
|		10320		|	1.33E-06		|	5.02E-06		|	1.02E-05		|
|		10330		|	1.36E-06		|	5.15E-06		|	1.02E-05		|
|		10340		|	7.64E-07		|	4.75E-06		|	1.02E-05		|
|		10350		|	1.37E-06		|	8.50E-06		|	1.02E-05		|
|		10360		|	1.39E-06		|	4.83E-06		|	1.02E-05		|
|		10370		|	1.33E-06		|	4.60E-06		|	1.02E-05		|
|		10380		|	1.37E-06		|	5.21E-06		|	1.02E-05		|
|		10390		|	1.37E-06		|	4.94E-06		|	1.02E-05		|
|		10400		|	1.38E-06		|	5.80E-06		|	1.02E-05		|
|		10410		|	1.39E-06		|	4.95E-06		|	1.02E-05		|
|		10420		|	1.38E-06		|	6.41E-06		|	1.02E-05		|
|		10430		|	1.36E-06		|	5.57E-06		|	1.02E-05		|
|		10440		|	1.36E-06		|	5.20E-06		|	1.02E-05		|
|		10450		|	1.35E-06		|	5.46E-06		|	1.02E-05		|
|		10460		|	1.34E-06		|	5.06E-06		|	1.02E-05		|
|		10470		|	1.35E-06		|	4.51E-06		|	1.02E-05		|
|		10480		|	1.38E-06		|	9.00E-06		|	1.02E-05		|
|		10490		|	1.37E-06		|	7.95E-06		|	1.02E-05		|
|		10500		|	1.35E-06		|	5.49E-06		|	1.02E-05		|
|		10510		|	1.35E-06		|	7.90E-06		|	1.02E-05		|
|		10520		|	1.35E-06		|	7.95E-06		|	1.02E-05		|
|		10530		|	1.34E-06		|	4.80E-06		|	1.02E-05		|
|		10540		|	1.40E-06		|	8.67E-06		|	1.02E-05		|
|		10550		|	1.35E-06		|	6.78E-06		|	1.02E-05		|
|		10560		|	1.40E-06		|	8.60E-06		|	1.02E-05		|
|		10570		|	1.36E-06		|	4.81E-06		|	1.02E-05		|
|		10580		|	1.35E-06		|	8.37E-06		|	1.02E-05		|
|		10590		|	1.37E-06		|	5.63E-06		|	1.02E-05		|
|		10600		|	1.35E-06		|	4.79E-06		|	1.02E-05		|
|		10610		|	1.34E-06		|	7.62E-06		|	1.02E-05		|
|		10620		|	1.40E-06		|	7.72E-06		|	1.02E-05		|
|		10630		|	1.35E-06		|	5.24E-06		|	1.02E-05		|
|		10640		|	1.35E-06		|	4.58E-06		|	1.02E-05		|
|		10650		|	1.37E-06		|	4.96E-06		|	1.02E-05		|
|		10660		|	1.38E-06		|	4.72E-06		|	1.02E-05		|
|		10670		|	1.34E-06		|	8.34E-06		|	1.02E-05		|
|		10680		|	1.36E-06		|	4.95E-06		|	1.02E-05		|
|		10690		|	1.36E-06		|	5.18E-06		|	1.02E-05		|
|		10700		|	1.35E-06		|	7.23E-06		|	1.02E-05		|
|		10710		|	1.38E-06		|	9.03E-06		|	1.02E-05		|
|		10720		|	1.36E-06		|	8.57E-06		|	1.02E-05		|
|		10730		|	1.36E-06		|	5.05E-06		|	1.02E-05		|
|		10740		|	1.39E-06		|	5.28E-06		|	1.02E-05		|
|		10750		|	1.35E-06		|	6.00E-06		|	1.02E-05		|
|		10760		|	2.67E-07		|	5.13E-06		|	1.02E-05		|
|		10770		|	1.39E-06		|	5.91E-06		|	1.02E-05		|
|		10780		|	1.35E-06		|	7.07E-06		|	1.02E-05		|
|		10790		|	1.39E-06		|	5.96E-06		|	1.02E-05		|
|		10800		|	1.36E-06		|	7.47E-06		|	1.02E-05		|
|		10810		|	1.34E-06		|	4.82E-06		|	1.02E-05		|
|		10820		|	1.38E-06		|	6.07E-06		|	1.02E-05		|
|		10830		|	1.37E-06		|	7.14E-06		|	1.02E-05		|
|		10840		|	1.34E-06		|	4.60E-06		|	1.02E-05		|
|		10850		|	1.36E-06		|	4.79E-06		|	1.02E-05		|
|		10860		|	7.58E-07		|	7.29E-06		|	1.02E-05		|
|		10870		|	1.36E-06		|	8.79E-06		|	1.02E-05		|
|		10880		|	1.38E-06		|	4.89E-06		|	1.02E-05		|
|		10890		|	1.34E-06		|	5.03E-06		|	1.02E-05		|
|		10900		|	1.35E-06		|	4.81E-06		|	1.02E-05		|
|		10910		|	1.01E-06		|	5.53E-06		|	1.02E-05		|
|		10920		|	1.35E-06		|	8.85E-06		|	1.02E-05		|
|		10930		|	1.34E-06		|	5.18E-06		|	1.02E-05		|
|		10940		|	1.35E-06		|	4.89E-06		|	1.02E-05		|
|		10950		|	1.35E-06		|	7.93E-06		|	1.02E-05		|
|		10960		|	1.39E-06		|	4.76E-06		|	1.02E-05		|
|		10970		|	1.39E-06		|	5.38E-06		|	1.02E-05		|
|		10980		|	1.35E-06		|	4.79E-06		|	1.02E-05		|
|		10990		|	1.34E-06		|	5.58E-06		|	1.02E-05		|
|		11000		|	1.39E-06		|	4.94E-06		|	1.02E-05		|
|		11010		|	1.36E-06		|	9.02E-06		|	1.02E-05		|
|		11020		|	1.36E-06		|	8.76E-06		|	1.02E-05		|
|		11030		|	1.35E-06		|	4.67E-06		|	1.02E-05		|
|		11040		|	1.37E-06		|	4.99E-06		|	1.02E-05		|
|		10		|	1.41E-06		|	4.20E-06		|	1.00E+03		|
[[2.00000000e+01 2.00000000e+01 3.60000000e-02 1.20000000e-01
  3.00000000e-04 1.00000000e+00 5.00000000e-01]
 [7.96363636e+01 8.00000000e+01 3.60000000e-02 1.20000000e-01
  6.96969697e-03 6.46464646e+00 5.05050505e-01]
 [3.89090909e+01 6.63636364e+01 3.60000000e-02 1.20000000e-01
  5.55555556e-03 5.45454545e+00 5.00000000e-01]
 [6.89696970e+01 4.86363636e+01 3.60000000e-02 1.20000000e-01
  6.26262626e-03 5.45454545e+00 5.00000000e-01]
 [4.56969697e+01 8.00000000e+01 3.60000000e-02 1.20000000e-01
  8.88888889e-03 8.68686869e+00 4.04040404e-01]
 [8.15757576e+01 4.31818182e+01 3.60000000e-02 1.20000000e-01
  4.14141414e-03 9.39393939e+00 2.42424242e+00]
 [5.34545455e+01 8.54545455e+01 3.60000000e-02 1.20000000e-01
  9.89898990e-03 8.38383838e+00 5.00000000e-01]
 [5.05454545e+01 3.22727273e+01 3.60000000e-02 1.20000000e-01
  9.39393939e-03 9.19191919e+00 5.00000000e-01]
 [8.44848485e+01 9.63636364e+01 3.60000000e-02 1.20000000e-01
  8.28282828e-03 6.16161616e+00 5.05050505e+00]
 [4.56969697e+01 1.11363636e+02 3.60000000e-02 1.20000000e-01
  6.66666667e-03 7.37373737e+00 4.64646465e+00]
 [4.95757576e+01 4.86363636e+01 3.60000000e-02 1.20000000e-01
  8.48484848e-03 8.08080808e-01 5.00000000e-01]
 [4.27878788e+01 3.50000000e+01 3.60000000e-02 1.20000000e-01
  8.58585859e-03 1.31313131e+00 5.00000000e-01]
 [5.44242424e+01 6.09090909e+01 3.60000000e-02 1.20000000e-01
  6.96969697e-03 9.39393939e+00 4.54545455e+00]
 [1.17575758e+01 8.54545455e+01 3.60000000e-02 1.20000000e-01
  9.59595960e-03 7.07070707e-01 9.09090909e-01]
 [4.27878788e+01 4.86363636e+01 3.60000000e-02 1.20000000e-01
  8.08080808e-04 0.00000000e+00 5.05050505e-01]
 [4.56969697e+01 8.00000000e+01 3.60000000e-02 1.20000000e-01
  9.29292929e-03 4.54545455e+00 5.75757576e+00]
 [5.05454545e+01 5.68181818e+01 3.60000000e-02 1.20000000e-01
  4.14141414e-03 9.39393939e+00 5.15151515e+00]
